# AEMMT - Frente de Pareto (tabela de nao-dominancia)
# Instancia: rc102
# Tamanho: 36 solucoes nao-dominadas
# Formato: distancia<TAB>tempo<TAB>combustivel<TAB>num_veiculos

1846,903378	1707,260197	931,350000	16
1847,900908	1705,887720	934,575000	16
1857,005507	1678,711987	936,225000	16
1854,684961	1678,743370	936,450000	16
1853,687431	1680,115847	933,225000	16
1848,305299	1680,948090	932,550000	16
1882,070644	1669,481464	948,000000	16
1849,636626	1678,321887	938,775000	16
1931,051474	1642,543349	981,300000	16
1929,271295	1643,073884	978,300000	16
1916,002235	1646,897032	967,125000	16
1932,642428	1645,115493	976,875000	16
1917,782414	1646,366497	970,125000	16
1883,850823	1668,950929	951,000000	16
1847,856446	1678,852422	935,775000	16
1856,465140	1678,212835	939,450000	16
1856,853700	1678,850732	936,225000	16
1903,013054	1650,953926	965,700000	16
1891,524174	1654,246540	957,525000	16
1850,102535	1681,846708	931,275000	16
1902,219641	1652,729458	961,275000	16
1849,653682	1679,751040	934,500000	16
1862,610569	1675,345732	936,300000	16
1888,533294	1660,082479	954,525000	16
1904,793234	1650,423392	968,700000	16
1864,464048	1671,328538	941,250000	16
1883,867880	1670,380082	946,725000	16
1915,488701	1648,906310	972,450000	16
1900,439461	1653,259993	958,275000	16
1889,743994	1654,777075	954,525000	16
1913,708522	1649,436844	969,450000	16
1920,257366	1645,912605	969,750000	16
1885,721359	1668,677561	951,675000	16
1890,367320	1661,738555	953,625000	16
1922,037545	1645,382070	972,750000	16
1857,301736	1672,691316	937,575000	16
