# AEMMT - Frente de Pareto (tabela de nao-dominancia)
# Instancia: c102
# Tamanho: 31 solucoes nao-dominadas
# Formato: distancia<TAB>tempo<TAB>combustivel<TAB>num_veiculos

1270,222490	5471,392383	644,325000	11
1269,014645	5471,392383	648,675000	11
1270,374781	5471,392383	643,800000	11
1270,789358	5515,099672	642,600000	11
1270,637067	5515,099672	643,125000	11
1269,429222	5515,099672	647,475000	11
1269,863299	5471,816710	648,675000	11
1271,223435	5471,816710	643,800000	11
1325,432550	5423,975007	677,700000	11
1272,090340	5443,254392	647,925000	11
1326,640395	5423,975007	673,350000	11
1273,298185	5443,254392	643,575000	11
1328,107317	5423,975007	671,925000	11
1273,712761	5486,961680	642,000000	11
1273,865052	5486,961680	641,475000	11
1273,450476	5443,254392	643,050000	11
1272,904681	5460,290817	642,525000	11
1271,841761	5443,678719	643,575000	11
1299,752259	5434,810901	656,400000	11
1272,038522	5471,586413	642,525000	11
1271,689470	5443,678719	644,100000	11
1271,784014	5521,553406	642,525000	11
1296,894242	5434,810901	656,925000	11
1272,752390	5460,290817	643,050000	11
1271,544545	5460,290817	647,400000	11
1270,481625	5443,678719	648,450000	11
1323,487591	5432,608973	671,250000	11
1322,020670	5432,608973	673,350000	11
1295,674051	5434,810901	658,275000	11
1271,886231	5471,586413	643,050000	11
1320,812824	5432,608973	675,000000	11
